Query_ID,Document_ID,Relevance_Score
126,en.15.151.98.2009.11.3,1
126,en.15.154.105.2009.11.26,1
126,en.15.154.217.2009.11.26,1
126,en.15.167.101.2010.2.24,1
126,en.15.167.192.2010.2.23,2
126,en.15.186.231.2007.5.28,1
126,en.15.190.281.2007.6.13,1
126,en.15.190.464.2007.6.14,1
126,en.15.201.272.2007.8.10,1
126,en.15.216.435.2007.10.23,1
126,en.15.220.33.2007.11.10,1
126,en.15.236.362.2008.1.23,1
126,en.15.236.472.2008.1.23,1
126,en.15.237.374.2008.1.28,1
126,en.15.251.161.2008.3.18,1
126,en.15.61.311.2008.4.15,1
126,en.15.62.289.2008.4.18,1
126,en.2.260.114.2009.5.1,1
126,en.2.260.136.2009.5.1,1
126,en.2.260.150.2009.5.1,1
126,en.2.260.319.2009.5.4,1
126,en.2.260.387.2009.5.4,1
126,en.2.260.417.2009.4.30,1
126,en.2.260.436.2009.5.1,1
126,en.2.260.45.2009.5.4,1
126,en.2.260.453.2009.4.29,1
126,en.2.260.455.2009.4.30,1
126,en.2.260.480.2009.5.1,1
126,en.2.260.57.2009.5.2,1
126,en.2.262.190.2009.5.11,1
126,en.2.262.341.2009.5.13,1
126,en.2.262.352.2009.5.14,1
126,en.2.262.68.2009.5.13,1
126,en.2.263.161.2009.5.23,1
126,en.2.264.385.2009.5.28,2
126,en.2.268.455.2009.6.18,1
126,en.2.271.8.2009.7.8,1
126,en.2.275.314.2009.8.6,1
126,en.2.275.482.2009.8.5,1
126,en.2.277.129.2009.8.19,1
126,en.2.277.360.2009.8.19,1
126,en.2.277.4.2009.8.16,2
126,en.2.278.125.2009.8.27,1
126,en.2.278.176.2009.8.24,1
126,en.2.278.177.2009.8.26,1
126,en.2.278.261.2009.8.25,1
126,en.2.278.273.2009.8.25,1
126,en.2.278.322.2009.8.26,1
126,en.2.278.332.2009.8.27,1
126,en.2.278.347.2009.8.27,1
126,en.2.278.93.2009.8.26,1
126,en.2.279.2.2009.8.31,1
126,en.2.279.274.2009.9.1,1
126,en.2.279.285.2009.9.1,1
126,en.2.279.325.2009.8.29,1
126,en.2.279.39.2009.8.27,1
126,en.2.281.157.2009.9.13,2
126,en.2.281.232.2009.9.16,1
126,en.2.281.34.2009.9.11,2
126,en.2.281.401.2009.9.9,2
126,en.2.281.493.2009.9.16,1
126,en.2.281.500.2009.9.10,1
126,en.2.281.90.2009.9.15,1
126,en.2.282.274.2009.9.17,1
126,en.2.289.268.2009.11.18,1
126,en.2.291.234.2009.12.2,2
126,en.2.296.342.2010.1.19,1
126,en.2.296.402.2010.1.18,1
126,en.2.298.336.2010.1.26,1
126,en.2.317.224.2010.5.28,1
126,en.3.322.206.2009.8.7,1
126,en.3.322.338.2009.8.7,2
126,en.3.326.126.2009.9.5,1
126,en.3.326.176.2009.9.4,1
126,en.3.326.205.2009.9.2,2
126,en.3.326.207.2009.9.3,1
126,en.3.326.252.2009.9.2,1
126,en.3.326.26.2009.9.2,1
126,en.3.326.267.2009.9.2,1
126,en.3.326.305.2009.9.3,1
126,en.3.326.308.2009.9.2,1
126,en.3.326.326.2009.9.2,1
126,en.3.326.333.2009.9.2,1
126,en.3.326.36.2009.9.1,1
126,en.3.326.381.2009.9.2,2
126,en.3.326.391.2009.9.3,1
126,en.3.326.404.2009.9.3,1
126,en.3.326.442.2009.9.1,1
126,en.3.326.452.2009.9.3,1
126,en.3.326.482.2009.9.1,1
126,en.3.326.54.2009.9.4,1
126,en.3.327.440.2009.9.12,2
126,en.3.329.19.2009.9.22,2
126,en.3.329.374.2009.9.27,1
126,en.3.329.447.2009.9.22,1
126,en.3.331.441.2009.10.13,1
126,en.3.331.451.2009.10.12,1
126,en.3.331.84.2009.10.10,2
126,en.3.331.91.2009.10.11,1
126,en.3.332.152.2009.10.22,1
126,en.3.332.379.2009.10.22,1
126,en.3.332.415.2009.10.15,1
126,en.3.333.11.2009.10.24,2
126,en.3.333.144.2009.10.25,1
126,en.3.333.313.2009.10.23,1
126,en.3.334.280.2009.11.7,1
126,en.3.343.92.2010.1.12,1
126,en.3.350.209.2010.2.18,1
126,en.3.358.463.2010.4.12,1
126,en.3.366.412.2010.5.26,1
126,en.3.372.59.2007.6.8,1
126,en.3.384.418.2007.8.6,1
126,en.3.397.497.2007.10.10,1
126,en.3.407.323.2007.11.24,1
126,en.3.414.4.2007.12.29,1
127,en.13.31.1.2009.12.27,2
127,en.13.31.19.2009.12.31,2
127,en.15.106.374.2009.1.25,1
127,en.15.132.109.2009.7.1,1
127,en.15.135.383.2009.7.22,2
127,en.15.135.451.2009.7.20,2
127,en.15.136.130.2009.7.22,2
127,en.15.136.141.2009.7.22,2
127,en.15.136.240.2009.7.21,1
127,en.15.136.25.2009.7.22,2
127,en.15.136.294.2009.7.22,2
127,en.15.136.325.2009.7.22,2
127,en.15.136.326.2009.7.21,2
127,en.15.136.379.2009.7.22,2
127,en.15.136.437.2009.7.22,2
127,en.15.136.476.2009.7.22,2
127,en.15.136.488.2009.7.21,1
127,en.15.160.10.2010.1.16,2
127,en.15.160.114.2010.1.15,2
127,en.15.160.127.2010.1.14,2
127,en.15.160.225.2010.1.15,2
127,en.15.160.419.2010.1.15,2
127,en.15.181.411.2010.5.14,1
127,en.15.201.270.2007.8.12,2
127,en.15.210.97.2007.9.27,1
127,en.15.246.130.2008.2.29,1
127,en.15.75.375.2008.7.14,1
127,en.15.77.433.2008.7.25,1
127,en.15.86.478.2008.9.24,1
127,en.15.91.116.2008.10.22,1
127,en.15.91.204.2008.10.21,1
127,en.15.91.296.2008.10.22,1
127,en.15.95.348.2008.11.15,1
127,en.2.277.437.2009.8.18,1
127,en.2.279.164.2009.8.31,1
127,en.2.279.303.1970.1.1,1
127,en.2.289.31.2009.11.14,1
127,en.3.329.457.2009.9.24,1
127,en.3.331.227.2009.10.9,1
127,en.3.331.405.2009.10.10,1
127,en.3.389.245.2007.9.6,1
127,en.3.410.270.2007.12.7,1
128,en.15.206.323.2007.8.31,2
128,en.15.225.130.2007.12.6,2
128,en.15.86.41.2008.9.26,1
128,en.3.405.372.2007.11.15,1
128,en.3.410.281.2007.12.6,2
129,en.13.10.280.2009.7.29,2
129,en.13.27.175.2009.11.22,1
129,en.13.27.373.2009.11.21,2
129,en.13.3.293.2009.6.11,1
129,en.13.30.297.2009.12.23,1
129,en.13.55.2.2010.5.24,2
129,en.13.8.261.2009.7.13,1
129,en.13.8.280.2009.7.16,2
129,en.13.8.358.2009.7.14,2
129,en.13.8.466.2009.7.11,2
129,en.13.8.68.2009.7.11,2
129,en.13.8.79.2009.7.14,2
129,en.15.112.273.2009.3.11,1
129,en.15.113.158.2009.3.6,1
129,en.15.119.146.2009.4.15,1
129,en.15.128.353.2009.6.8,1
129,en.15.128.444.2009.6.7,1
129,en.15.132.102.2009.6.28,2
129,en.15.132.108.2009.6.28,2
129,en.15.132.117.2009.7.1,2
129,en.15.132.121.2009.6.30,2
129,en.15.132.142.2009.6.26,1
129,en.15.132.15.2009.6.27,2
129,en.15.132.153.2009.6.28,2
129,en.15.132.155.2009.7.1,1
129,en.15.132.195.2009.6.26,2
129,en.15.132.202.2009.6.26,1
129,en.15.132.233.2009.6.26,2
129,en.15.132.246.2009.6.26,2
129,en.15.132.317.2009.6.26,2
129,en.15.132.331.2009.6.27,1
129,en.15.132.332.2009.6.26,2
129,en.15.132.336.2009.6.29,2
129,en.15.132.36.2009.6.26,1
129,en.15.132.364.2009.6.28,2
129,en.15.132.367.2009.6.28,1
129,en.15.132.375.2009.6.26,2
129,en.15.132.391.2009.6.28,2
129,en.15.132.418.2009.6.27,2
129,en.15.132.424.2009.6.28,2
129,en.15.132.436.2009.6.28,2
129,en.15.132.44.2009.6.26,1
129,en.15.132.476.2009.6.26,1
129,en.15.132.479.2009.6.26,2
129,en.15.132.489.2009.6.26,1
129,en.15.132.5.2009.6.26,2
129,en.15.132.54.2009.6.30,2
129,en.15.132.63.2009.6.26,2
129,en.15.132.99.2009.6.30,1
129,en.15.136.153.2009.7.20,1
129,en.15.136.356.2009.7.23,2
129,en.15.136.376.2009.7.25,2
129,en.15.136.428.2009.7.22,1
129,en.15.137.476.2009.7.31,1
129,en.15.139.232.2009.8.11,2
129,en.15.139.473.2009.8.12,2
129,en.15.140.5.2009.8.22,2
129,en.15.151.159.2009.11.3,2
129,en.15.151.341.2009.10.30,2
129,en.15.156.271.2009.12.12,2
129,en.15.245.109.2008.2.27,1
129,en.15.87.431.2008.10.1,1
129,en.2.262.77.2009.5.13,1
129,en.2.270.11.2009.7.3,2
129,en.2.270.112.2009.7.5,1
129,en.2.270.133.2009.7.3,2
129,en.2.270.162.2009.7.2,2
129,en.2.270.216.2009.7.4,2
129,en.2.270.52.2009.7.6,1
129,en.2.270.6.2009.7.5,2
129,en.2.271.199.2009.7.10,1
129,en.2.271.202.2009.7.8,2
129,en.2.271.301.2009.7.8,2
129,en.2.271.315.2009.7.9,2
129,en.2.271.348.2009.7.8,1
129,en.2.271.371.2009.7.7,2
129,en.2.271.392.2009.7.8,2
129,en.2.271.406.2009.7.7,2
129,en.2.271.447.2009.7.7,2
129,en.2.271.457.2009.7.8,1
129,en.2.275.146.2009.8.6,2
129,en.2.275.213.2009.8.4,2
129,en.2.275.340.2009.8.4,2
129,en.2.277.373.2009.8.19,2
129,en.2.277.462.2009.8.18,2
129,en.2.277.79.2009.8.19,2
129,en.2.278.114.2009.8.25,2
129,en.2.278.393.2009.8.25,2
129,en.2.279.199.2009.8.29,2
129,en.2.282.345.2009.9.19,2
129,en.2.283.328.2009.9.29,2
129,en.2.283.356.2009.9.29,2
129,en.2.289.319.2009.11.13,1
129,en.2.298.269.1970.1.1,1
129,en.2.305.365.2010.3.16,1
129,en.3.326.101.2009.9.6,2
129,en.3.326.269.2009.9.4,2
129,en.3.326.443.2009.9.4,2
129,en.3.326.480.2009.9.4,2
129,en.3.327.281.2009.9.11,1
129,en.3.327.31.2009.9.11,2
129,en.3.327.392.2009.9.12,2
129,en.3.329.126.2009.9.26,2
129,en.3.329.29.2009.9.25,2
129,en.3.329.53.2009.9.22,2
129,en.3.331.310.2009.10.13,2
129,en.3.331.99.2009.10.12,2
129,en.3.333.197.2009.10.27,1
129,en.3.333.336.2009.10.23,2
129,en.3.333.421.2009.10.29,2
129,en.3.343.140.2010.1.9,2
129,en.3.348.6.2010.2.9,2
129,en.3.353.412.2010.3.13,1
129,en.3.355.151.2010.3.24,2
130,en.13.41.322.2010.2.28,2
130,en.15.203.470.2007.8.21,1
130,en.15.218.191.2007.11.3,2
130,en.15.251.174.2008.3.16,1
130,en.15.68.138.2008.5.25,2
130,en.15.74.58.2008.6.30,1
130,en.3.378.475.2007.7.9,1
130,en.3.380.497.2007.7.20,1
131,en.13.1.251.2009.6.2,2
131,en.13.30.348.2009.12.24,1
131,en.13.30.433.2009.12.23,1
131,en.13.31.301.2009.12.30,2
131,en.13.31.98.2009.12.29,2
131,en.13.59.247.2010.6.9,1
131,en.15.102.354.2008.12.26,1
131,en.15.104.218.2009.1.8,2
131,en.15.105.64.2009.1.19,2
131,en.15.106.22.2009.1.23,2
131,en.15.106.232.2009.1.24,2
131,en.15.110.465.2009.3.23,2
131,en.15.115.142.2009.2.28,2
131,en.15.116.364.2009.2.20,2
131,en.15.125.106.2009.5.18,1
131,en.15.125.239.2009.5.18,1
131,en.15.125.376.2009.5.21,1
131,en.15.128.286.2009.6.6,1
131,en.15.132.451.2009.6.26,2
131,en.15.135.225.2009.7.16,1
131,en.15.135.244.2009.7.16,2
131,en.15.135.417.2009.7.17,1
131,en.15.147.260.2009.10.7,1
131,en.15.154.386.2009.11.26,1
131,en.15.155.488.2009.12.10,2
131,en.15.156.204.1970.1.1,1
131,en.15.156.228.2009.12.18,2
131,en.15.156.337.2009.12.11,1
131,en.15.156.489.2009.12.11,1
131,en.15.162.158.2010.1.22,1
131,en.15.181.333.2010.5.19,1
131,en.15.184.79.2010.5.30,1
131,en.15.188.199.2007.6.5,1
131,en.15.188.2.2007.6.5,1
131,en.15.188.329.2007.6.5,1
131,en.15.188.351.2007.6.5,1
131,en.15.188.356.2007.6.4,1
131,en.15.188.483.2007.6.6,1
131,en.15.188.79.2007.6.4,1
131,en.15.190.210.2007.6.14,2
131,en.15.190.236.2007.6.12,1
131,en.15.201.160.2007.8.9,1
131,en.15.201.180.2007.8.8,1
131,en.15.202.307.2007.8.14,1
131,en.15.203.298.2007.8.20,2
131,en.15.204.115.2007.8.24,2
131,en.15.204.311.2007.8.24,2
131,en.15.209.439.2007.9.17,1
131,en.15.219.240.2007.11.4,1
131,en.15.219.443.2007.11.4,2
131,en.15.225.116.2007.12.4,1
131,en.15.225.473.2007.12.5,1
131,en.15.227.272.2007.12.10,2
131,en.15.227.318.2007.12.12,1
131,en.15.229.25.2007.12.25,2
131,en.15.231.240.2008.1.2,2
131,en.15.235.418.2008.1.19,2
131,en.15.239.210.2008.2.5,2
131,en.15.240.234.2008.2.7,2
131,en.15.248.23.2008.3.6,1
131,en.15.248.374.2008.3.6,1
131,en.15.251.298.2008.3.18,1
131,en.15.251.61.2008.3.19,2
131,en.15.252.244.2008.3.19,1
131,en.15.252.396.2008.3.20,1
131,en.15.253.307.2008.3.24,1
131,en.15.253.325.2008.3.25,1
131,en.15.61.242.2008.4.15,1
131,en.15.65.227.2008.5.4,2
131,en.15.70.216.2008.6.9,1
131,en.15.70.307.2008.6.10,1
131,en.15.76.4.2008.7.17,1
131,en.15.76.443.2008.7.22,1
131,en.15.77.12.2008.7.30,1
131,en.15.77.330.2008.7.28,1
131,en.15.78.205.2008.8.1,1
131,en.15.78.207.2008.8.2,1
131,en.15.78.432.2008.7.31,1
131,en.15.78.440.2008.8.3,1
131,en.15.78.5.2008.8.2,1
131,en.15.78.79.2008.7.31,1
131,en.15.80.155.2008.8.17,1
131,en.15.82.190.2008.8.31,1
131,en.15.83.189.2008.9.8,1
131,en.15.91.47.2008.10.24,1
131,en.15.91.52.2008.10.22,2
131,en.15.91.62.2008.10.20,1
131,en.15.93.166.2008.10.31,1
131,en.15.95.365.2008.11.15,2
131,en.2.260.16.2009.5.2,1
131,en.2.260.8.2009.5.2,1
131,en.2.260.88.2009.4.29,1
131,en.2.264.441.2009.5.27,1
131,en.2.281.252.2009.9.9,1
131,en.2.291.2.2009.11.27,2
131,en.2.291.341.2009.12.2,2
131,en.2.291.52.2009.12.3,1
131,en.2.291.73.2009.11.30,2
131,en.2.291.92.2009.12.1,1
131,en.2.298.350.2010.1.26,2
131,en.2.317.87.2010.5.27,1
131,en.2.320.459.2010.6.12,1
131,en.3.332.175.2009.10.21,1
131,en.3.333.309.2009.10.28,1
131,en.3.333.376.2009.10.23,1
131,en.3.350.372.2010.2.18,1
131,en.3.353.416.2010.3.12,2
131,en.3.356.412.2010.4.3,1
131,en.3.358.271.2010.4.13,1
131,en.3.359.338.2010.4.19,2
131,en.3.360.294.2010.4.22,1
131,en.3.360.358.2010.4.23,2
131,en.3.360.50.2010.4.24,1
131,en.3.361.51.2010.4.28,1
131,en.3.372.210.2007.6.8,2
131,en.3.373.226.2007.6.9,1
131,en.3.373.302.2007.6.10,2
131,en.3.373.473.2007.6.9,1
131,en.3.373.491.2007.6.11,1
131,en.3.373.77.2007.6.11,1
131,en.3.376.243.2007.6.25,2
131,en.3.376.342.2007.6.25,2
131,en.3.376.60.2007.6.25,1
131,en.3.379.422.2007.7.11,1
131,en.3.380.218.2007.7.19,1
131,en.3.384.332.2007.8.6,1
131,en.3.388.133.2007.8.29,1
131,en.3.390.134.2007.9.6,1
131,en.3.392.464.2007.9.19,1
131,en.3.397.150.2007.10.13,1
131,en.3.401.111.2007.10.30,2
131,en.3.401.161.2007.10.28,1
131,en.3.401.18.2007.10.30,1
131,en.3.401.374.2007.10.30,2
131,en.3.403.443.2007.11.6,2
131,en.3.414.297.2007.12.26,2
131,en.3.414.416.2007.12.27,1
131,en.3.417.91.2008.1.9,1
131,en.3.419.190.2008.1.19,2
132,en.15.105.167.2009.1.20,1
132,en.15.110.266.2009.3.25,1
132,en.15.140.314.2009.8.21,1
132,en.15.218.214.2007.11.3,1
132,en.15.225.51.2007.12.4,1
132,en.15.228.466.2007.12.18,1
132,en.15.232.190.2008.1.7,1
132,en.15.232.221.2008.1.4,1
132,en.15.232.227.2008.1.3,1
132,en.15.232.236.2008.1.4,1
132,en.15.232.317.2008.1.4,1
132,en.15.232.357.2008.1.4,1
132,en.15.232.67.2008.1.4,1
132,en.15.234.159.2008.1.16,1
132,en.15.234.403.2008.1.15,1
132,en.15.235.35.2008.1.20,1
132,en.15.236.108.2008.1.20,1
132,en.15.236.239.2008.1.21,1
132,en.15.237.220.2008.1.27,1
132,en.15.237.229.2008.1.27,1
132,en.15.237.404.2008.1.27,1
132,en.15.237.406.2008.1.26,1
132,en.15.238.467.2008.1.31,1
132,en.15.239.324.2008.2.5,1
132,en.15.240.175.2008.2.6,1
132,en.15.240.326.2008.2.9,1
132,en.15.240.347.2008.2.7,1
132,en.15.240.362.2008.2.6,1
132,en.15.240.413.2008.2.6,1
132,en.15.241.367.2008.2.10,1
132,en.15.241.458.2008.2.11,1
132,en.15.241.493.2008.2.10,1
132,en.15.241.61.2008.2.11,1
132,en.15.242.19.2008.2.14,1
132,en.15.242.20.2008.2.13,1
132,en.15.242.276.2008.2.13,1
132,en.15.242.351.2008.2.16,1
132,en.15.242.432.2008.2.12,1
132,en.15.242.476.2008.2.13,1
132,en.15.243.273.2008.2.20,1
132,en.15.243.286.2008.2.20,1
132,en.15.243.306.2008.2.17,1
132,en.15.243.423.2008.2.18,1
132,en.15.243.56.2008.2.19,1
132,en.15.244.247.2008.2.21,1
132,en.15.244.284.2008.2.24,1
132,en.15.244.78.2008.2.21,1
132,en.15.245.418.2008.2.27,1
132,en.15.246.296.2008.2.29,1
132,en.15.246.351.2008.2.28,1
132,en.15.247.124.2008.3.5,1
132,en.15.247.34.2008.3.5,1
132,en.15.247.346.2008.3.5,1
132,en.15.247.363.2008.3.4,1
132,en.15.247.461.2008.3.5,1
132,en.15.247.5.2008.3.5,1
132,en.15.248.34.2008.3.6,1
132,en.15.248.372.2008.3.8,1
132,en.15.248.499.2008.3.9,1
132,en.15.248.85.2008.3.6,1
132,en.15.249.236.2008.3.12,1
132,en.15.249.360.2008.3.12,1
132,en.15.249.44.2008.3.12,1
132,en.15.249.469.2008.3.11,1
132,en.15.250.141.2008.3.12,1
132,en.15.251.141.2008.3.19,1
132,en.15.251.64.2008.3.18,1
132,en.15.251.84.2008.3.17,1
132,en.15.252.362.2008.3.19,1
132,en.15.254.10.2008.3.30,1
132,en.15.254.35.2008.3.29,1
132,en.15.254.359.2008.3.30,1
132,en.15.254.387.2008.3.27,1
132,en.15.254.43.2008.3.30,1
132,en.15.255.206.2008.4.4,1
132,en.15.256.140.2008.4.7,1
132,en.15.256.197.2008.4.7,1
132,en.15.256.341.2008.4.7,1
132,en.15.61.106.2008.4.15,1
132,en.15.62.237.2008.4.20,1
132,en.15.63.172.2008.4.22,1
132,en.15.63.265.2008.4.22,1
132,en.15.63.32.2008.4.22,1
132,en.15.63.71.2008.4.23,1
132,en.15.63.73.2008.4.23,1
132,en.15.64.412.2008.4.29,1
132,en.15.64.474.2008.4.29,1
132,en.15.64.83.2008.4.28,1
132,en.15.65.109.2008.5.7,1
132,en.15.65.136.2008.5.7,1
132,en.15.65.256.2008.5.4,1
132,en.15.65.276.2008.5.6,1
132,en.15.65.300.2008.5.7,1
132,en.15.65.323.2008.5.7,1
132,en.15.66.13.2008.5.14,1
132,en.15.66.150.2008.5.14,1
132,en.15.66.268.2008.5.15,1
132,en.15.66.395.2008.5.10,1
132,en.15.66.404.2008.5.7,2
132,en.15.66.416.2008.5.9,1
132,en.15.66.424.2008.5.12,1
132,en.15.67.358.2008.5.21,1
132,en.15.67.361.2008.5.20,1
132,en.15.67.482.2008.5.20,1
132,en.15.67.50.2008.5.21,1
132,en.15.68.31.2008.5.24,1
132,en.15.68.72.2008.5.25,1
132,en.15.69.128.2008.6.3,1
132,en.15.69.137.2008.6.4,1
132,en.15.69.273.2008.6.4,1
132,en.15.69.281.2008.6.1,1
132,en.15.69.360.2008.6.4,1
132,en.15.69.366.2008.6.1,1
132,en.15.69.45.2008.5.31,1
132,en.15.69.468.2008.6.5,1
132,en.15.69.62.2008.5.30,1
132,en.15.70.175.2008.6.8,1
132,en.15.70.259.2008.6.7,1
132,en.15.70.279.2008.6.7,1
132,en.15.70.315.2008.6.6,1
132,en.15.70.58.2008.6.11,1
132,en.15.71.147.2008.6.12,1
132,en.15.72.464.2008.6.18,1
132,en.15.73.21.2008.6.28,1
132,en.15.74.336.2008.6.30,1
132,en.15.76.151.2008.7.16,1
132,en.15.76.256.2008.7.21,1
132,en.15.76.358.2008.7.22,1
132,en.15.77.490.2008.7.26,1
132,en.15.78.223.2008.8.2,1
132,en.15.81.103.2008.8.24,1
132,en.15.81.239.2008.8.25,1
132,en.15.81.291.2008.8.28,1
132,en.15.81.320.2008.8.26,1
132,en.15.81.353.2008.8.28,1
132,en.15.82.432.2008.8.30,1
132,en.15.83.172.2008.9.8,1
132,en.15.83.214.2008.9.7,1
132,en.15.83.395.2008.9.10,1
132,en.15.86.331.2008.9.28,1
132,en.15.88.130.2008.10.5,1
132,en.15.88.239.2008.10.6,1
132,en.15.89.207.2008.10.10,1
132,en.15.89.320.2008.10.15,1
132,en.15.89.383.2008.10.13,1
132,en.15.89.62.2008.10.13,1
132,en.15.90.100.2008.10.19,1
132,en.15.90.154.2008.10.17,1
132,en.15.90.25.2008.10.17,1
132,en.15.90.268.2008.10.20,1
132,en.15.90.394.2008.10.17,1
132,en.15.91.162.2008.10.23,1
132,en.15.91.177.2008.10.22,1
132,en.15.91.201.2008.10.25,1
132,en.15.91.227.2008.10.21,1
132,en.15.91.464.2008.10.23,1
132,en.15.91.469.2008.10.23,1
132,en.15.92.259.2008.10.27,1
132,en.15.92.26.2008.10.28,1
132,en.15.92.31.2008.10.29,2
132,en.15.92.358.2008.10.30,2
132,en.15.92.388.2008.10.26,1
132,en.15.92.68.2008.10.28,1
132,en.15.93.112.2008.11.4,2
132,en.15.93.165.2008.11.2,2
132,en.15.93.260.2008.11.3,2
132,en.15.93.313.2008.10.31,2
132,en.15.93.321.2008.11.4,2
132,en.15.93.322.2008.10.31,2
132,en.15.93.341.2008.10.31,2
132,en.15.93.366.2008.11.1,2
132,en.15.93.404.2008.11.2,2
132,en.15.93.431.2008.11.2,1
132,en.15.93.450.2008.11.4,1
132,en.15.93.460.2008.10.30,2
132,en.15.93.496.2008.11.4,2
132,en.15.93.500.2008.11.2,2
132,en.15.94.154.2008.11.5,2
132,en.15.94.174.2008.11.5,2
132,en.15.94.206.2008.11.6,2
132,en.15.94.217.2008.11.5,1
132,en.15.94.238.2008.11.6,2
132,en.15.94.255.2008.11.4,1
132,en.15.94.264.2008.11.5,2
132,en.15.94.268.2008.11.5,2
132,en.15.94.273.2008.11.5,2
132,en.15.94.280.2008.11.5,2
132,en.15.94.281.2008.11.4,2
132,en.15.94.294.2008.11.8,2
132,en.15.94.296.2008.11.5,2
132,en.15.94.324.2008.11.5,1
132,en.15.94.327.2008.11.5,2
132,en.15.94.352.2008.11.5,2
132,en.15.94.353.2008.11.5,2
132,en.15.94.37.2008.11.9,2
132,en.15.94.391.2008.11.10,2
132,en.15.94.393.2008.11.6,2
132,en.15.94.448.2008.11.7,2
132,en.15.94.463.2008.11.4,2
132,en.15.94.90.2008.11.10,2
132,en.15.94.94.2008.11.5,2
132,en.15.94.98.2008.11.8,2
132,en.15.95.381.2008.11.11,2
132,en.15.95.68.2008.11.12,2
132,en.15.96.121.2008.11.18,1
132,en.2.277.238.2009.8.19,1
132,en.2.277.296.2009.8.18,1
132,en.3.388.444.2007.8.29,1
132,en.3.416.361.2008.1.7,1
132,en.3.417.247.2008.1.9,1
132,en.3.417.256.2008.1.10,1
132,en.3.417.47.2008.1.8,1
133,en.15.100.303.2008.12.12,2
133,en.15.100.343.2008.12.15,1
133,en.15.101.16.2008.12.19,1
133,en.15.101.465.2008.12.16,1
133,en.15.106.500.2009.1.22,1
133,en.15.121.338.2009.4.25,1
133,en.15.203.148.2007.8.21,2
133,en.15.203.466.2007.8.19,1
133,en.15.203.83.2007.8.19,2
133,en.15.206.320.2007.8.31,1
133,en.15.210.237.2007.9.27,1
133,en.15.210.340.2007.9.30,1
133,en.15.210.491.2007.9.27,1
133,en.15.220.42.2007.11.8,1
133,en.15.234.6.2008.1.14,1
133,en.15.243.14.2008.2.17,1
133,en.15.243.484.2008.2.17,1
133,en.15.82.100.2008.9.3,1
133,en.15.89.52.2008.10.15,1
133,en.15.99.90.2008.12.5,1
133,en.2.264.223.2009.5.29,1
133,en.2.264.403.2009.5.28,2
133,en.2.268.149.2009.6.18,1
133,en.2.282.8.2009.9.17,1
133,en.2.289.33.2009.11.15,1
133,en.3.327.275.2009.9.12,1
133,en.3.327.81.2009.9.11,1
133,en.3.343.53.2010.1.13,1
133,en.3.361.112.2010.4.28,1
133,en.3.373.433.2007.6.9,1
133,en.3.388.171.2007.8.29,2
133,en.3.388.78.2007.8.29,2
133,en.3.390.255.2007.9.8,2
133,en.3.400.276.2007.10.27,1
133,en.3.407.243.2007.11.28,1
133,en.3.407.300.2007.11.28,1
133,en.3.410.311.2007.12.9,1
133,en.3.410.370.2007.12.7,1
134,en.15.119.24.2009.4.15,1
